Insertions,Txt file time, csv file time
1,5.245208740234375e-06,1.8596649169921875e-05
2,8.58306884765625e-06,1.9311904907226562e-05
3,4.76837158203125e-06,1.0251998901367188e-05
4,5.7220458984375e-06,9.059906005859375e-06
5,1.0251998901367188e-05,9.059906005859375e-06
6,5.0067901611328125e-06,1.049041748046875e-05
7,5.245208740234375e-06,1.1444091796875e-05
8,4.5299530029296875e-06,1.2159347534179688e-05
9,4.5299530029296875e-06,2.1696090698242188e-05
10,5.245208740234375e-06,1.9311904907226562e-05
11,6.67572021484375e-06,1.5974044799804688e-05
12,6.9141387939453125e-06,1.4781951904296875e-05
13,7.152557373046875e-06,1.621246337890625e-05
14,5.7220458984375e-06,1.621246337890625e-05
15,5.7220458984375e-06,1.7881393432617188e-05
16,6.4373016357421875e-06,1.8358230590820312e-05
17,6.9141387939453125e-06,1.8358230590820312e-05
18,6.67572021484375e-06,1.8835067749023438e-05
19,6.67572021484375e-06,1.9550323486328125e-05
20,6.67572021484375e-06,2.0503997802734375e-05
21,6.9141387939453125e-06,2.1219253540039062e-05
22,7.152557373046875e-06,2.193450927734375e-05
23,9.059906005859375e-06,2.3365020751953125e-05
24,7.867813110351562e-06,2.3603439331054688e-05
25,8.106231689453125e-06,2.4557113647460938e-05
26,8.344650268554688e-06,2.765655517578125e-05
27,9.059906005859375e-06,2.7418136596679688e-05
28,9.059906005859375e-06,2.7894973754882812e-05
29,9.059906005859375e-06,2.8848648071289062e-05
30,9.298324584960938e-06,2.9325485229492188e-05
31,9.298324584960938e-06,3.0279159545898438e-05
32,9.298324584960938e-06,3.0994415283203125e-05
33,9.775161743164062e-06,3.1948089599609375e-05
34,1.0013580322265625e-05,3.266334533691406e-05
35,1.0013580322265625e-05,3.361701965332031e-05
36,1.049041748046875e-05,3.457069396972656e-05
37,1.0728836059570312e-05,3.647804260253906e-05
38,1.1205673217773438e-05,3.647804260253906e-05
39,1.0967254638671875e-05,3.7670135498046875e-05
40,1.1682510375976562e-05,3.838539123535156e-05
41,1.1682510375976562e-05,3.981590270996094e-05
42,1.1682510375976562e-05,4.00543212890625e-05
43,1.2159347534179688e-05,5.316734313964844e-05
44,1.239776611328125e-05,5.459785461425781e-05
45,1.2636184692382812e-05,4.2438507080078125e-05
46,1.2636184692382812e-05,6.461143493652344e-05
47,1.3589859008789062e-05,4.9114227294921875e-05
48,1.3589859008789062e-05,5.7697296142578125e-05
49,1.3828277587890625e-05,4.57763671875e-05
50,1.3828277587890625e-05,5.984306335449219e-05
51,1.4066696166992188e-05,4.76837158203125e-05
52,1.430511474609375e-05,4.9114227294921875e-05
53,1.4781951904296875e-05,4.935264587402344e-05
54,2.3603439331054688e-05,5.1975250244140625e-05
55,1.5497207641601562e-05,5.221366882324219e-05
56,1.5735626220703125e-05,5.269050598144531e-05
57,1.5974044799804688e-05,5.2928924560546875e-05
58,1.5735626220703125e-05,5.340576171875e-05
59,1.5974044799804688e-05,5.435943603515625e-05
60,1.621246337890625e-05,6.747245788574219e-05
61,1.6927719116210938e-05,5.650520324707031e-05
62,1.6927719116210938e-05,5.7220458984375e-05
63,1.6689300537109375e-05,5.7697296142578125e-05
64,1.6927719116210938e-05,5.8650970458984375e-05
65,1.71661376953125e-05,5.9604644775390625e-05
66,1.71661376953125e-05,7.343292236328125e-05
67,1.8358230590820312e-05,6.246566772460938e-05
68,1.811981201171875e-05,6.4849853515625e-05
69,1.8358230590820312e-05,7.581710815429688e-05
70,1.9073486328125e-05,6.461143493652344e-05
71,1.8596649169921875e-05,6.4849853515625e-05
72,1.8835067749023438e-05,6.556510925292969e-05
73,1.9073486328125e-05,7.915496826171875e-05
74,2.0503997802734375e-05,7.82012939453125e-05
75,2.002716064453125e-05,7.033348083496094e-05
76,2.0265579223632812e-05,6.961822509765625e-05
77,2.0503997802734375e-05,8.296966552734375e-05
78,2.1219253540039062e-05,8.225440979003906e-05
79,2.09808349609375e-05,9.131431579589844e-05
80,2.09808349609375e-05,7.414817810058594e-05
81,2.1219253540039062e-05,0.00010371208190917969
82,2.193450927734375e-05,7.581710815429688e-05
83,2.1696090698242188e-05,7.534027099609375e-05
84,2.1696090698242188e-05,8.821487426757812e-05
85,2.2411346435546875e-05,7.82012939453125e-05
86,2.2649765014648438e-05,8.96453857421875e-05
87,2.288818359375e-05,8.988380432128906e-05
88,2.2649765014648438e-05,8.058547973632812e-05
89,2.3126602172851562e-05,9.274482727050781e-05
90,2.3365020751953125e-05,0.000110626220703125
91,2.3365020751953125e-05,9.226799011230469e-05
92,2.384185791015625e-05,9.298324584960938e-05
93,2.384185791015625e-05,9.465217590332031e-05
94,2.4080276489257812e-05,9.512901306152344e-05
95,2.4557113647460938e-05,9.5367431640625e-05
96,2.4557113647460938e-05,9.608268737792969e-05
97,2.4557113647460938e-05,0.0001125335693359375
98,2.5033950805664062e-05,9.799003601074219e-05
99,2.5033950805664062e-05,9.822845458984375e-05
100,2.5272369384765625e-05,0.00010013580322265625
101,2.5510787963867188e-05,0.00010037422180175781
102,2.5510787963867188e-05,0.00010085105895996094
103,2.5987625122070312e-05,0.00010204315185546875
104,2.6226043701171875e-05,0.00010251998901367188
105,2.6464462280273438e-05,0.00011515617370605469
106,2.6464462280273438e-05,0.0001049041748046875
107,2.6702880859375e-05,0.00010585784912109375
108,2.6941299438476562e-05,0.00011467933654785156
109,2.7418136596679688e-05,0.00010704994201660156
110,2.7418136596679688e-05,0.00010776519775390625
111,2.765655517578125e-05,9.918212890625e-05
112,2.8371810913085938e-05,0.00011014938354492188
113,2.86102294921875e-05,0.00011014938354492188
114,2.8371810913085938e-05,0.00011181831359863281
115,2.86102294921875e-05,0.00011277198791503906
116,2.9087066650390625e-05,0.0001423358917236328
117,2.9325485229492188e-05,0.00010466575622558594
118,2.9325485229492188e-05,0.00011515617370605469
119,2.956390380859375e-05,0.0001163482666015625
120,2.9802322387695312e-05,0.00011658668518066406
121,3.0040740966796875e-05,0.000118255615234375
122,3.0279159545898438e-05,0.00011849403381347656
123,3.0517578125e-05,0.00011897087097167969
124,3.0517578125e-05,0.00012087821960449219
125,3.123283386230469e-05,0.00012111663818359375
126,3.1948089599609375e-05,0.0001220703125
127,3.123283386230469e-05,0.00013065338134765625
128,3.170967102050781e-05,0.00012373924255371094
129,3.1948089599609375e-05,0.00012445449829101562
130,3.218650817871094e-05,0.0001327991485595703
131,3.218650817871094e-05,0.0001266002655029297
132,3.24249267578125e-05,0.00011682510375976562
133,3.2901763916015625e-05,0.00012826919555664062
134,3.314018249511719e-05,0.0001220703125
135,3.409385681152344e-05,0.00012063980102539062
136,3.409385681152344e-05,0.00012159347534179688
137,3.2901763916015625e-05,0.00011849403381347656
138,3.409385681152344e-05,0.00012230873107910156
139,3.4332275390625e-05,0.0001232624053955078
140,3.337860107421875e-05,0.00012445449829101562
141,3.361701965332031e-05,0.00012636184692382812
142,3.504753112792969e-05,0.000125885009765625
143,3.528594970703125e-05,0.00012683868408203125
144,3.528594970703125e-05,0.0001277923583984375
145,3.552436828613281e-05,0.0001285076141357422
146,3.5762786865234375e-05,0.00013303756713867188
147,3.600120544433594e-05,0.00013566017150878906
148,3.62396240234375e-05,0.00013136863708496094
149,3.6716461181640625e-05,0.0001316070556640625
150,3.695487976074219e-05,0.00013256072998046875
151,3.695487976074219e-05,0.0001342296600341797
152,3.719329833984375e-05,0.0001342296600341797
153,3.7670135498046875e-05,0.00013518333435058594
154,3.7670135498046875e-05,0.00014543533325195312
155,3.7670135498046875e-05,0.00013685226440429688
156,3.790855407714844e-05,0.00013828277587890625
157,3.814697265625e-05,0.0001385211944580078
158,3.8623809814453125e-05,0.00013947486877441406
159,3.838539123535156e-05,0.00013971328735351562
160,3.886222839355469e-05,0.00014162063598632812
161,3.910064697265625e-05,0.0001418590545654297
162,3.933906555175781e-05,0.00014281272888183594
163,3.981590270996094e-05,0.00014400482177734375
164,3.981590270996094e-05,0.00014448165893554688
165,4.00543212890625e-05,0.00014519691467285156
166,4.100799560546875e-05,0.0001461505889892578
167,4.0531158447265625e-05,0.00014710426330566406
168,4.1484832763671875e-05,0.00014829635620117188
169,4.124641418457031e-05,0.000148773193359375
170,4.1484832763671875e-05,0.00014972686767578125
171,4.1484832763671875e-05,0.00015091896057128906
172,4.1484832763671875e-05,0.0001633167266845703
173,4.1961669921875e-05,0.00015234947204589844
174,4.1961669921875e-05,0.0001533031463623047
175,4.2438507080078125e-05,0.00015401840209960938
176,4.267692565917969e-05,0.0001556873321533203
177,4.291534423828125e-05,0.00015616416931152344
178,4.291534423828125e-05,0.00015687942504882812
179,4.291534423828125e-05,0.00017261505126953125
180,5.316734313964844e-05,0.0001590251922607422
181,4.4345855712890625e-05,0.0001595020294189453
182,4.410743713378906e-05,0.00016021728515625
183,4.38690185546875e-05,0.00016117095947265625
184,4.410743713378906e-05,0.00016188621520996094
185,4.4345855712890625e-05,0.0001628398895263672
186,4.4345855712890625e-05,0.00016355514526367188
187,6.246566772460938e-05,0.000164031982421875
188,4.506111145019531e-05,0.0001647472381591797
189,4.5299530029296875e-05,0.00019741058349609375
190,4.601478576660156e-05,0.00016999244689941406
191,4.57763671875e-05,0.0001678466796875
192,4.601478576660156e-05,0.0001685619354248047
193,4.6253204345703125e-05,0.00016951560974121094
194,4.649162292480469e-05,0.00017023086547851562
195,4.696846008300781e-05,0.00017142295837402344
196,4.673004150390625e-05,0.00020551681518554688
197,0.0001442432403564453,0.0001742839813232422
198,4.744529724121094e-05,0.00017571449279785156
199,7.772445678710938e-05,0.00017595291137695312
200,6.079673767089844e-05,0.00018644332885742188
201,4.887580871582031e-05,0.00017642974853515625
202,4.839897155761719e-05,0.0001773834228515625
203,4.863739013671875e-05,0.00017833709716796875
204,4.887580871582031e-05,0.0001888275146484375
205,4.887580871582031e-05,0.00017976760864257812
206,4.9114227294921875e-05,0.00018072128295898438
207,4.935264587402344e-05,0.00018215179443359375
208,4.982948303222656e-05,0.0001823902130126953
209,4.982948303222656e-05,0.00018596649169921875
210,5.125999450683594e-05,0.00019931793212890625
211,5.221366882324219e-05,0.00018715858459472656
212,5.173683166503906e-05,0.0001938343048095703
213,5.173683166503906e-05,0.00018858909606933594
214,5.14984130859375e-05,0.00018906593322753906
215,5.1975250244140625e-05,0.00018906593322753906
216,5.1975250244140625e-05,0.00018978118896484375
217,6.0558319091796875e-05,0.0002148151397705078
218,5.221366882324219e-05,0.00019168853759765625
219,5.269050598144531e-05,0.00019216537475585938
220,5.269050598144531e-05,0.00019669532775878906
221,5.269050598144531e-05,0.00019407272338867188
222,5.340576171875e-05,0.00020432472229003906
223,5.316734313964844e-05,0.0001957416534423828
224,5.340576171875e-05,0.0001964569091796875
225,5.3882598876953125e-05,0.00019812583923339844
226,5.412101745605469e-05,0.00019788742065429688
227,5.435943603515625e-05,0.00019860267639160156
228,5.435943603515625e-05,0.00019931793212890625
229,5.459785461425781e-05,0.00020051002502441406
230,5.4836273193359375e-05,0.00020122528076171875
231,5.507469177246094e-05,0.00020241737365722656
232,5.507469177246094e-05,0.00020360946655273438
233,7.367134094238281e-05,0.00020384788513183594
234,5.5789947509765625e-05,0.00020503997802734375
235,5.602836608886719e-05,0.00020742416381835938
236,5.745887756347656e-05,0.0002117156982421875
237,6.628036499023438e-05,0.00024962425231933594
238,7.486343383789062e-05,0.0002372264862060547
239,5.698204040527344e-05,0.00021982192993164062
240,5.7220458984375e-05,0.00022077560424804688
241,5.698204040527344e-05,0.00022077560424804688
242,7.271766662597656e-05,0.00022339820861816406
243,6.079673767089844e-05,0.00023674964904785156
244,7.677078247070312e-05,0.00022912025451660156
245,5.841255187988281e-05,0.00022482872009277344
246,5.841255187988281e-05,0.00022554397583007812
247,5.888938903808594e-05,0.00022983551025390625
248,6.747245788574219e-05,0.00021982192993164062
249,6.031990051269531e-05,0.00023674964904785156
250,6.67572021484375e-05,0.00022983551025390625
251,7.867813110351562e-05,0.00022101402282714844
252,6.151199340820312e-05,0.00022077560424804688
253,6.008148193359375e-05,0.0002219676971435547
254,6.008148193359375e-05,0.00022268295288085938
255,6.0558319091796875e-05,0.00023865699768066406
256,6.341934204101562e-05,0.00022459030151367188
257,6.103515625e-05,0.00022554397583007812
258,7.867813110351562e-05,0.0002281665802001953
259,7.939338684082031e-05,0.0002262592315673828
260,6.175041198730469e-05,0.0002384185791015625
261,6.198883056640625e-05,0.0002281665802001953
262,7.987022399902344e-05,0.0002288818359375
263,6.222724914550781e-05,0.0002295970916748047
264,6.914138793945312e-05,0.00023126602172851562
265,6.29425048828125e-05,0.00023126602172851562
266,6.29425048828125e-05,0.0002319812774658203
267,6.318092346191406e-05,0.00023293495178222656
268,6.341934204101562e-05,0.00023436546325683594
269,6.389617919921875e-05,0.0002486705780029297
270,7.295608520507812e-05,0.00023651123046875
271,6.4849853515625e-05,0.00027441978454589844
272,6.508827209472656e-05,0.00023818016052246094
273,6.4849853515625e-05,0.00023865699768066406
274,6.604194641113281e-05,0.00024008750915527344
275,6.556510925292969e-05,0.00024008750915527344
276,7.295608520507812e-05,0.0002410411834716797
277,6.556510925292969e-05,0.00024962425231933594
278,6.628036499023438e-05,0.00024318695068359375
279,6.628036499023438e-05,0.0002498626708984375
280,7.390975952148438e-05,0.00024437904357910156
281,6.67572021484375e-05,0.00025272369384765625
282,6.67572021484375e-05,0.0002465248107910156
283,6.723403930664062e-05,0.000247955322265625
284,7.534027099609375e-05,0.0002694129943847656
285,6.747245788574219e-05,0.00024890899658203125
286,6.794929504394531e-05,0.0002570152282714844
287,7.581710815429688e-05,0.00025010108947753906
288,6.818771362304688e-05,0.00025177001953125
289,7.176399230957031e-05,0.00025200843811035156
290,6.866455078125e-05,0.00025272369384765625
291,8.58306884765625e-05,0.0002701282501220703
292,6.937980651855469e-05,0.0002548694610595703
293,6.937980651855469e-05,0.00025916099548339844
294,6.985664367675781e-05,0.0002624988555908203
295,7.009506225585938e-05,0.00026345252990722656
296,7.772445678710938e-05,0.0002741813659667969
297,7.05718994140625e-05,0.00025916099548339844
298,8.749961853027344e-05,0.0002651214599609375
299,7.081031799316406e-05,0.00026106834411621094
300,8.821487426757812e-05,0.0002834796905517578
301,7.128715515136719e-05,0.000263214111328125
302,7.152557373046875e-05,0.00026345252990722656
303,8.96453857421875e-05,0.0002651214599609375
304,7.200241088867188e-05,0.00027251243591308594
305,7.2479248046875e-05,0.0002663135528564453
306,7.2479248046875e-05,0.0002684593200683594
307,7.271766662597656e-05,0.0002894401550292969
308,7.295608520507812e-05,0.0002694129943847656
309,9.012222290039062e-05,0.0002899169921875
310,7.367134094238281e-05,0.00027108192443847656
311,9.584426879882812e-05,0.00029349327087402344
312,7.414817810058594e-05,0.00028014183044433594
313,7.43865966796875e-05,0.00027370452880859375
314,7.462501525878906e-05,0.00027370452880859375
315,8.20159912109375e-05,0.00029540061950683594
316,7.462501525878906e-05,0.00027632713317871094
317,7.534027099609375e-05,0.0002980232238769531
318,7.557868957519531e-05,0.0002777576446533203
319,7.581710815429688e-05,0.00029921531677246094
320,8.296966552734375e-05,0.0002789497375488281
321,7.605552673339844e-05,0.00028061866760253906
322,7.605552673339844e-05,0.00029659271240234375
323,7.677078247070312e-05,0.00030303001403808594
324,7.653236389160156e-05,0.0002827644348144531
325,7.700920104980469e-05,0.00030541419982910156
326,7.724761962890625e-05,0.00030231475830078125
327,7.82012939453125e-05,0.0003058910369873047
328,8.559226989746094e-05,0.0003066062927246094
329,8.535385131835938e-05,0.0003082752227783203
330,7.796287536621094e-05,0.00028824806213378906
331,9.679794311523438e-05,0.0003046989440917969
332,7.915496826171875e-05,0.0002942085266113281
333,8.654594421386719e-05,0.0003116130828857422
334,7.939338684082031e-05,0.0002911090850830078
335,8.0108642578125e-05,0.0002942085266113281
336,8.797645568847656e-05,0.00030875205993652344
337,8.7738037109375e-05,0.0002942085266113281
338,8.797645568847656e-05,0.0003037452697753906
339,8.749961853027344e-05,0.0003116130828857422
340,8.869171142578125e-05,0.00031185150146484375
341,8.082389831542969e-05,0.0002980232238769531
342,8.106231689453125e-05,0.00029921531677246094
343,8.177757263183594e-05,0.00029969215393066406
344,8.153915405273438e-05,0.00030231475830078125
345,8.225440979003906e-05,0.0003006458282470703
346,8.225440979003906e-05,0.00030303001403808594
347,8.249282836914062e-05,0.0003032684326171875
348,8.296966552734375e-05,0.0003235340118408203
349,9.059906005859375e-05,0.0003147125244140625
350,8.320808410644531e-05,0.0003104209899902344
351,9.083747863769531e-05,0.00032901763916015625
352,9.107589721679688e-05,0.00037407875061035156
353,0.00012350082397460938,0.00033593177795410156
354,0.00010180473327636719,0.0003972053527832031
355,8.487701416015625e-05,0.0003254413604736328
356,0.00010204315185546875,0.0003185272216796875
357,8.749961853027344e-05,0.00032901763916015625
358,9.417533874511719e-05,0.0003266334533691406
359,8.58306884765625e-05,0.0003216266632080078
360,8.678436279296875e-05,0.0003666877746582031
361,9.179115295410156e-05,0.00032210350036621094
362,0.00010037422180175781,0.00033855438232421875
363,8.702278137207031e-05,0.0003311634063720703
364,8.7738037109375e-05,0.00031948089599609375
365,9.107589721679688e-05,0.00036907196044921875
366,0.00010800361633300781,0.00039696693420410156
367,8.821487426757812e-05,0.0003333091735839844
368,0.00010013580322265625,0.0003325939178466797
369,8.821487426757812e-05,0.0003249645233154297
370,0.00010752677917480469,0.000335693359375
371,8.845329284667969e-05,0.0003523826599121094
372,8.916854858398438e-05,0.00033926963806152344
373,0.00010728836059570312,0.00043463706970214844
374,0.0001404285430908203,0.0004668235778808594
375,9.703636169433594e-05,0.0003833770751953125
376,0.00013446807861328125,0.00039577484130859375
377,9.036064147949219e-05,0.0003597736358642578
378,9.012222290039062e-05,0.0003597736358642578
379,8.988380432128906e-05,0.0003643035888671875
380,9.012222290039062e-05,0.0003619194030761719
381,9.107589721679688e-05,0.0003762245178222656
382,9.775161743164062e-05,0.0003635883331298828
383,9.107589721679688e-05,0.00036644935607910156
384,9.131431579589844e-05,0.0003681182861328125
385,9.179115295410156e-05,0.0003809928894042969
386,9.202957153320312e-05,0.00036716461181640625
387,9.250640869140625e-05,0.00037932395935058594
388,0.00010013580322265625,0.0003848075866699219
389,9.393692016601562e-05,0.0003731250762939453
390,9.72747802734375e-05,0.0003516674041748047
391,0.00010776519775390625,0.00036263465881347656
392,0.00010704994201660156,0.00035834312438964844
393,0.00010824203491210938,0.0003616809844970703
394,0.00013184547424316406,0.0004360675811767578
395,0.00011754035949707031,0.0003826618194580078
396,0.00011754035949707031,0.00038242340087890625
397,0.00011229515075683594,0.0003654956817626953
398,0.00010848045349121094,0.0003845691680908203
399,0.00011301040649414062,0.00039505958557128906
400,0.000110626220703125,0.0003821849822998047
401,0.00011682510375976562,0.0004227161407470703
402,0.00011181831359863281,0.00039649009704589844
403,0.00011396408081054688,0.0004017353057861328
404,0.00011420249938964844,0.0004048347473144531
405,0.00012421607971191406,0.00037169456481933594
406,0.00011444091796875,0.0003795623779296875
407,0.00012087821960449219,0.0004940032958984375
408,0.00022649765014648438,0.0004215240478515625
409,0.00020265579223632812,0.0004017353057861328
410,0.000125885009765625,0.0003724098205566406
411,0.00012111663818359375,0.000415802001953125
412,0.0001232624053955078,0.0004010200500488281
413,0.00012731552124023438,0.0003781318664550781
414,0.0001125335693359375,0.00040411949157714844
415,0.0001220703125,0.000370025634765625
416,0.00012087821960449219,0.00037097930908203125
417,0.00012183189392089844,0.0003809928894042969
418,0.00011301040649414062,0.0003750324249267578
419,0.00011348724365234375,0.00038123130798339844
420,0.00011372566223144531,0.00038361549377441406
421,0.00011372566223144531,0.0003745555877685547
422,0.00011396408081054688,0.0004048347473144531
423,0.0001239776611328125,0.0004012584686279297
424,0.0001239776611328125,0.00038552284240722656
425,0.000118255615234375,0.0003883838653564453
426,0.00011873245239257812,0.00038909912109375
427,0.00011944770812988281,0.00038909912109375
428,0.00011897087097167969,0.00039768218994140625
429,0.00011944770812988281,0.00039196014404296875
430,0.00011968612670898438,0.0003921985626220703
431,0.00011968612670898438,0.0003941059112548828
432,0.00011968612670898438,0.00039458274841308594
433,0.00012040138244628906,0.0003955364227294922
434,0.00011992454528808594,0.00039577484130859375
435,0.0001327991485595703,0.0003974437713623047
436,0.00012040138244628906,0.00040841102600097656
437,0.00012111663818359375,0.00038814544677734375
438,0.000118255615234375,0.0003991127014160156
439,0.00012755393981933594,0.00044345855712890625
440,0.00012493133544921875,0.00041103363037109375
441,0.00013017654418945312,0.00040030479431152344
442,0.0001480579376220703,0.00047278404235839844
443,0.00013136863708496094,0.00040435791015625
444,0.00013709068298339844,0.00040411949157714844
445,0.0001201629638671875,0.0004036426544189453
446,0.00012040138244628906,0.00042557716369628906
447,0.00012040138244628906,0.00039649009704589844
448,0.00012063980102539062,0.0004189014434814453
449,0.00012040138244628906,0.0004208087921142578
450,0.00013256072998046875,0.000408172607421875
451,0.00013065338134765625,0.0004096031188964844
452,0.00012135505676269531,0.0004074573516845703
453,0.0001220703125,0.00040221214294433594
454,0.00012183189392089844,0.00041103363037109375
455,0.00014090538024902344,0.0004215240478515625
456,0.0001475811004638672,0.00044727325439453125
457,0.00013208389282226562,0.0004134178161621094
458,0.00013327598571777344,0.00041794776916503906
459,0.00012302398681640625,0.00042939186096191406
460,0.0001323223114013672,0.00043129920959472656
461,0.00013375282287597656,0.00041675567626953125
462,0.00013256072998046875,0.00045990943908691406
463,0.0001361370086669922,0.00047135353088378906
464,0.00015091896057128906,0.00044536590576171875
465,0.00012493133544921875,0.0004360675811767578
466,0.00012493133544921875,0.0004124641418457031
467,0.0001251697540283203,0.0004286766052246094
468,0.00013518333435058594,0.0004420280456542969
469,0.00014400482177734375,0.0004336833953857422
470,0.0001480579376220703,0.00046133995056152344
471,0.00012636184692382812,0.0004296302795410156
472,0.00012969970703125,0.0005102157592773438
473,0.0001468658447265625,0.0004279613494873047
474,0.00014638900756835938,0.0004284381866455078
475,0.00013637542724609375,0.00047397613525390625
476,0.00012731552124023438,0.0004627704620361328
477,0.00013136863708496094,0.0004425048828125
478,0.00014662742614746094,0.00045013427734375
479,0.0001506805419921875,0.0004520416259765625
480,0.0001327991485595703,0.00045752525329589844
481,0.00013947486877441406,0.0004458427429199219
482,0.00013303756713867188,0.00045752525329589844
483,0.0001404285430908203,0.0005228519439697266
484,0.00014400482177734375,0.00047135353088378906
485,0.0001709461212158203,0.00044536590576171875
486,0.00013017654418945312,0.00045299530029296875
487,0.0001652240753173828,0.0004553794860839844
488,0.0001392364501953125,0.0004787445068359375
489,0.00014209747314453125,0.0004630088806152344
490,0.00013017654418945312,0.00047659873962402344
491,0.00014066696166992188,0.00044465065002441406
492,0.00014138221740722656,0.0004787445068359375
493,0.0001366138458251953,0.00046253204345703125
494,0.00013184547424316406,0.0004622936248779297
495,0.00013184547424316406,0.00045800209045410156
496,0.0001430511474609375,0.0004875659942626953
497,0.0001437664031982422,0.0004661083221435547
498,0.00017213821411132812,0.0004699230194091797
499,0.00015163421630859375,0.00045299530029296875
